symbol,direction,entry,sl,tp1,pred,actual,hour
MBT.F,long,76590.0,74590.0,82590.0,76803.5581,76590.0,2026-04-29 13:00
MBT.F,short,77365.0,79365.0,71365.0,76945.9343,77365.0,2026-04-29 18:00
MBT.F,short,77670.0,79670.0,71670.0,77222.9989,77670.0,2026-04-29 19:00
MBT.F,short,78045.0,80045.0,72045.0,77461.6533,78045.0,2026-04-30 01:00
MBT.F,short,76395.0,78395.0,70395.0,76095.575,76395.0,2026-04-30 09:00
MBT.F,short,76195.0,78195.0,70195.0,75922.7084,76195.0,2026-04-30 13:00
MBT.F,short,76570.0,78570.0,70570.0,76151.7837,76570.0,2026-04-30 15:00
MBT.F,long,75730.0,73730.0,81730.0,76280.015,75730.0,2026-04-30 19:00
MBT.F,long,76320.0,74320.0,82320.0,76501.2461,76320.0,2026-05-01 02:00
MBT.F,long,76565.0,74565.0,82565.0,76820.0151,76565.0,2026-05-01 08:00
MBT.F,long,76545.0,74545.0,82545.0,76724.8191,76545.0,2026-05-01 09:00
MBT.F,long,76565.0,74565.0,82565.0,76800.5252,76565.0,2026-05-01 13:00
MBT.F,long,78640.0,76640.0,84640.0,79009.2016,78640.0,2026-05-04 08:00
MBT.F,long,78250.0,76250.0,84250.0,78771.0893,78250.0,2026-05-04 12:00
MBT.F,long,80400.0,78400.0,86400.0,80765.0,80400.0,2026-05-04 20:00
MBT.F,long,80240.0,78240.0,86240.0,80637.5798,80240.0,2026-05-04 22:00
MBT.F,long,80070.0,78070.0,86070.0,80374.169,80070.0,2026-05-04 23:00
MET.F,short,2345.5,4345.5,-3654.5,2312.3764,2345.5,2026-04-17 07:00
MET.F,long,2346.0,346.0,8346.0,2357.8981,2346.0,2026-04-17 13:00
MET.F,long,2340.0,340.0,8340.0,2349.8776,2340.0,2026-04-17 16:00
MET.F,short,2379.0,4379.0,-3621.0,2357.3208,2379.0,2026-04-20 15:00
MET.F,short,2444.0,4444.0,-3556.0,2370.7258,2444.0,2026-04-20 16:00
MET.F,short,2454.5,4454.5,-3545.5,2417.9425,2454.5,2026-04-20 17:00
MET.F,short,2322.5,4322.5,-3677.5,2303.0225,2322.5,2026-04-21 04:00
MET.F,short,2316.0,4316.0,-3684.0,2297.9066,2316.0,2026-04-21 07:00
MET.F,short,2322.0,4322.0,-3678.0,2303.6989,2322.0,2026-04-21 09:00
MET.F,short,2337.5,4337.5,-3662.5,2314.5603,2337.5,2026-04-21 10:00
MET.F,short,2343.5,4343.5,-3656.5,2333.7945,2343.5,2026-04-21 12:00
MET.F,long,2323.5,323.5,8323.5,2333.5612,2323.5,2026-04-22 03:00
MET.F,long,2310.5,310.5,8310.5,2327.8773,2310.5,2026-04-22 04:00
MET.F,long,2303.0,303.0,8303.0,2312.7906,2303.0,2026-04-22 06:00
MET.F,long,2301.5,301.5,8301.5,2312.5244,2301.5,2026-04-22 11:00
MET.F,short,2408.5,4408.5,-3591.5,2396.3266,2408.5,2026-04-23 04:00
MET.F,short,2422.0,4422.0,-3578.0,2403.469,2422.0,2026-04-23 05:00
MET.F,short,2400.5,4400.5,-3599.5,2393.5785,2400.5,2026-04-23 09:00
MET.F,short,2353.5,4353.5,-3646.5,2344.7565,2353.5,2026-04-23 20:00
MET.F,short,2331.0,4331.0,-3669.0,2316.4402,2331.0,2026-04-24 03:00
MET.F,short,2331.0,4331.0,-3669.0,2322.5009,2331.0,2026-04-24 04:00
MET.F,short,2335.0,4335.0,-3665.0,2321.8458,2335.0,2026-04-24 06:00
MET.F,short,2314.0,4314.0,-3686.0,2308.0571,2314.0,2026-04-24 11:00
MET.F,short,2323.0,4323.0,-3677.0,2309.5858,2323.0,2026-04-24 12:00
MET.F,short,2332.5,4332.5,-3667.5,2316.8439,2332.5,2026-04-24 13:00
MET.F,short,2341.0,4341.0,-3659.0,2331.8263,2341.0,2026-04-27 12:00
MET.F,short,2377.5,4377.5,-3622.5,2337.2074,2377.5,2026-04-27 13:00
MET.F,short,2385.0,4385.0,-3615.0,2362.606,2385.0,2026-04-27 14:00
MET.F,short,2402.0,4402.0,-3598.0,2379.244,2402.0,2026-04-27 15:00
MET.F,short,2410.5,4410.5,-3589.5,2396.5307,2410.5,2026-04-27 16:00
MET.F,short,2335.5,4335.5,-3664.5,2324.9728,2335.5,2026-04-28 01:00
MET.F,short,2297.0,4297.0,-3703.0,2287.169,2297.0,2026-04-28 09:00
MET.F,short,2299.5,4299.5,-3700.5,2289.8561,2299.5,2026-04-28 10:00
MET.F,short,2303.5,4303.5,-3696.5,2296.2563,2303.5,2026-04-28 12:00
MET.F,short,2313.0,4313.0,-3687.0,2304.6085,2313.0,2026-04-28 14:00
MET.F,short,2319.0,4319.0,-3681.0,2310.4432,2319.0,2026-04-28 15:00
MET.F,short,2296.0,4296.0,-3704.0,2289.9437,2296.0,2026-04-28 23:00
MET.F,long,2283.5,283.5,8283.5,2290.9227,2283.5,2026-04-29 03:00
MET.F,long,2296.5,296.5,8296.5,2308.5285,2296.5,2026-04-29 13:00
MET.F,short,2322.5,4322.5,-3677.5,2300.657,2322.5,2026-04-29 18:00
MET.F,short,2340.0,4340.0,-3660.0,2313.8628,2340.0,2026-04-29 19:00
MET.F,short,2353.0,4353.0,-3647.0,2335.4526,2353.0,2026-04-30 01:00
MET.F,short,2284.5,4284.5,-3715.5,2275.5876,2284.5,2026-04-30 09:00
MET.F,short,2264.5,4264.5,-3735.5,2241.2749,2264.5,2026-04-30 13:00
MET.F,short,2261.5,4261.5,-3738.5,2253.8419,2261.5,2026-04-30 14:00
MET.F,short,2280.5,4280.5,-3719.5,2259.6257,2280.5,2026-04-30 15:00
MET.F,short,2255.0,4255.0,-3745.0,2249.3082,2255.0,2026-04-30 22:00
MET.F,short,2268.5,4268.5,-3731.5,2251.7422,2268.5,2026-04-30 23:00
MET.F,short,2271.5,4271.5,-3728.5,2265.6191,2271.5,2026-05-01 01:00
MET.F,long,2266.0,266.0,8266.0,2273.785,2266.0,2026-05-01 08:00
MET.F,long,2262.0,262.0,8262.0,2271.582,2262.0,2026-05-01 13:00
MET.F,long,2288.5,288.5,8288.5,2296.2344,2288.5,2026-05-03 22:00
MET.F,long,2388.5,388.5,8388.5,2401.1056,2388.5,2026-05-04 20:00
MET.F,long,2380.0,380.0,8380.0,2395.294,2380.0,2026-05-04 22:00
MET.F,long,2373.5,373.5,8373.5,2385.7173,2373.5,2026-05-04 23:00
SIL.F,short,78.625,118.625,-41.375,78.0411,78.625,2026-04-17 06:00
SIL.F,short,79.01,119.01,-40.99,77.7725,79.01,2026-04-17 07:00
SIL.F,short,78.68,118.68,-41.32,77.8569,78.68,2026-04-17 08:00
SIL.F,short,78.4,118.4,-41.6,77.7297,78.4,2026-04-17 09:00
SIL.F,short,78.985,118.985,-41.015,77.8,78.985,2026-04-19 23:00
SIL.F,short,81.74,121.74,-38.26,78.5602,81.74,2026-04-20 10:00
SIL.F,short,82.535,122.535,-37.465,79.6734,82.535,2026-04-20 11:00
SIL.F,short,82.87,122.87,-37.13,80.589,82.87,2026-04-20 12:00
SIL.F,short,82.435,122.435,-37.565,81.1689,82.435,2026-04-20 13:00
SIL.F,short,82.4,122.4,-37.6,81.1759,82.4,2026-04-20 14:00
SIL.F,short,81.955,121.955,-38.045,81.1454,81.955,2026-04-20 15:00
SIL.F,short,81.675,121.675,-38.325,80.8761,81.675,2026-04-20 16:00
SIL.F,short,81.48,121.48,-38.52,80.5996,81.48,2026-04-20 17:00
SIL.F,short,81.842,121.842,-38.158,80.3684,81.842,2026-04-20 18:00
SIL.F,short,79.935,119.935,-40.065,78.5533,79.935,2026-04-20 22:00
SIL.F,short,80.62,120.62,-39.38,78.6464,80.62,2026-04-20 23:00
SIL.F,short,80.325,120.325,-39.675,79.0642,80.325,2026-04-21 00:00
SIL.F,short,79.34,119.34,-40.66,78.6174,79.34,2026-04-21 02:00
SIL.F,short,79.865,119.865,-40.135,78.4042,79.865,2026-04-21 03:00
SIL.F,short,79.69,119.69,-40.31,78.5834,79.69,2026-04-21 04:00
SIL.F,short,80.35,120.35,-39.65,78.5762,80.35,2026-04-21 05:00
SIL.F,short,79.78,119.78,-40.22,78.9287,79.78,2026-04-21 06:00
SIL.F,short,79.915,119.915,-40.085,78.7852,79.915,2026-04-21 07:00
SIL.F,short,79.97,119.97,-40.03,78.7941,79.97,2026-04-21 08:00
SIL.F,short,79.735,119.735,-40.265,78.8225,79.735,2026-04-21 09:00
SIL.F,short,79.965,119.965,-40.035,78.71,79.965,2026-04-21 10:00
SIL.F,short,79.885,119.885,-40.115,78.7809,79.885,2026-04-21 11:00
SIL.F,short,79.875,119.875,-40.125,78.7692,79.875,2026-04-21 12:00
SIL.F,short,80.205,120.205,-39.795,78.7599,80.205,2026-04-21 13:00
SIL.F,short,79.975,119.975,-40.025,78.9303,79.975,2026-04-21 14:00
SIL.F,short,80.015,120.015,-39.985,78.8843,80.015,2026-04-21 15:00
SIL.F,short,79.475,119.475,-40.525,78.8857,79.475,2026-04-21 16:00
SIL.F,short,79.325,119.325,-40.675,78.5988,79.325,2026-04-21 17:00
SIL.F,short,78.975,118.975,-41.025,78.3907,78.975,2026-04-21 18:00
SIL.F,short,78.95,118.95,-41.05,78.1119,78.95,2026-04-21 19:00
SIL.F,short,78.92,118.92,-41.08,77.976,78.92,2026-04-21 20:00
SIL.F,short,78.945,118.945,-41.055,77.9033,78.945,2026-04-21 22:00
SIL.F,short,79.075,119.075,-40.925,77.8899,79.075,2026-04-21 23:00
SIL.F,short,78.915,118.915,-41.085,77.9577,78.915,2026-04-22 00:00
SIL.F,short,78.99,118.99,-41.01,77.9083,78.99,2026-04-22 01:00
SIL.F,short,79.075,119.075,-40.925,77.9278,79.075,2026-04-22 02:00
SIL.F,short,79.255,119.255,-40.745,77.9817,79.255,2026-04-22 03:00
SIL.F,short,78.815,118.815,-41.185,78.1016,78.815,2026-04-22 04:00
SIL.F,short,78.795,118.795,-41.205,77.9243,78.795,2026-04-22 05:00
SIL.F,short,76.785,116.785,-43.215,75.8605,76.785,2026-04-22 09:00
SIL.F,short,76.815,116.815,-43.185,75.851,76.815,2026-04-22 10:00
SIL.F,short,76.655,116.655,-43.345,75.3539,76.655,2026-04-22 12:00
SIL.F,short,76.78,116.78,-43.22,75.5877,76.78,2026-04-22 13:00
SIL.F,short,77.315,117.315,-42.685,75.7707,77.315,2026-04-22 14:00
SIL.F,short,77.45,117.45,-42.55,76.1428,77.45,2026-04-22 15:00
SIL.F,short,77.57,117.57,-42.43,76.3881,77.57,2026-04-22 16:00
SIL.F,short,77.825,117.825,-42.175,76.5611,77.825,2026-04-22 17:00
SIL.F,short,78.095,118.095,-41.905,76.7669,78.095,2026-04-22 18:00
SIL.F,short,77.96,117.96,-42.04,76.9951,77.96,2026-04-22 19:00
SIL.F,short,78.45,118.45,-41.55,77.0221,78.45,2026-04-22 20:00
SIL.F,short,78.54,118.54,-41.46,77.2839,78.54,2026-04-22 22:00
SIL.F,short,78.29,118.29,-41.71,77.4441,78.29,2026-04-22 23:00
SIL.F,short,78.16,118.16,-41.84,77.3815,78.16,2026-04-23 00:00
SIL.F,short,77.96,117.96,-42.04,77.279,77.96,2026-04-23 01:00
SIL.F,short,78.085,118.085,-41.915,77.1223,78.085,2026-04-23 02:00
SIL.F,short,78.065,118.065,-41.935,77.1137,78.065,2026-04-23 03:00
SIL.F,short,77.7,117.7,-42.3,77.0999,77.7,2026-04-23 04:00
SIL.F,short,78.19,118.19,-41.81,76.9054,78.19,2026-04-23 05:00
SIL.F,short,77.845,117.845,-42.155,77.0737,77.845,2026-04-23 06:00
SIL.F,short,77.845,117.845,-42.155,76.9723,77.845,2026-04-23 07:00
SIL.F,short,77.675,117.675,-42.325,76.9287,77.675,2026-04-23 08:00
SIL.F,short,77.91,117.91,-42.09,76.8199,77.91,2026-04-23 09:00
SIL.F,short,77.895,117.895,-42.105,76.8936,77.895,2026-04-23 10:00
SIL.F,short,77.775,117.775,-42.225,76.9212,77.775,2026-04-23 11:00
SIL.F,short,77.685,117.685,-42.315,76.8732,77.685,2026-04-23 12:00
SIL.F,short,77.475,117.475,-42.525,76.8043,77.475,2026-04-23 13:00
SIL.F,short,77.515,117.515,-42.485,76.663,77.515,2026-04-23 14:00
SIL.F,short,78.195,118.195,-41.805,76.6191,78.195,2026-04-23 15:00
SIL.F,short,76.06,116.06,-43.94,75.6417,76.06,2026-04-23 18:00
SIL.F,short,76.16,116.16,-43.84,75.3913,76.16,2026-04-23 19:00
SIL.F,short,76.185,116.185,-43.815,75.3336,76.185,2026-04-23 20:00
SIL.F,short,76.095,116.095,-43.905,75.3357,76.095,2026-04-23 22:00
SIL.F,short,76.185,116.185,-43.815,75.3031,76.185,2026-04-23 23:00
SIL.F,short,75.53,115.53,-44.47,74.3148,75.53,2026-04-24 03:00
SIL.F,short,76.88,116.88,-43.12,74.5472,76.88,2026-04-24 04:00
SIL.F,short,75.94,115.94,-44.06,75.3687,75.94,2026-04-24 05:00
SIL.F,short,76.25,116.25,-43.75,75.2808,76.25,2026-04-24 06:00
SIL.F,short,76.055,116.055,-43.945,75.3966,76.055,2026-04-24 07:00
SIL.F,short,76.365,116.365,-43.635,75.3407,76.365,2026-04-24 08:00
SIL.F,short,75.575,115.575,-44.425,75.158,75.575,2026-04-24 10:00
SIL.F,short,75.56,115.56,-44.44,74.9676,75.56,2026-04-24 11:00
SIL.F,short,75.45,115.45,-44.55,74.869,75.45,2026-04-24 12:00
SIL.F,short,75.42,115.42,-44.58,74.77,75.42,2026-04-24 13:00
SIL.F,short,75.515,115.515,-44.485,74.7129,75.515,2026-04-24 14:00
SIL.F,short,75.775,115.775,-44.225,74.7396,75.775,2026-04-24 15:00
SIL.F,short,74.87,114.87,-45.13,73.9271,74.87,2026-04-26 23:00
SIL.F,short,74.795,114.795,-45.205,74.0569,74.795,2026-04-27 00:00
SIL.F,short,74.64,114.64,-45.36,74.0881,74.64,2026-04-27 01:00
SIL.F,short,74.785,114.785,-45.215,74.031,74.785,2026-04-27 02:00
SIL.F,short,76.414,116.414,-43.586,75.3909,76.414,2026-04-27 12:00
SIL.F,short,75.62,115.62,-44.38,74.4618,75.62,2026-04-27 15:00
SIL.F,short,75.405,115.405,-44.595,74.6547,75.405,2026-04-27 16:00
SIL.F,short,76.01,116.01,-43.99,74.6511,76.01,2026-04-27 17:00
SIL.F,short,76.365,116.365,-43.635,74.9705,76.365,2026-04-27 18:00
SIL.F,short,76.445,116.445,-43.555,75.3097,76.445,2026-04-27 19:00
SIL.F,short,75.825,115.825,-44.175,75.1693,75.825,2026-04-27 22:00
SIL.F,short,75.705,115.705,-44.295,75.1099,75.705,2026-04-27 23:00
SIL.F,short,75.55,115.55,-44.45,75.0152,75.55,2026-04-28 00:00
SIL.F,short,75.645,115.645,-44.355,74.8917,75.645,2026-04-28 01:00
SIL.F,short,75.91,115.91,-44.09,74.8841,75.91,2026-04-28 02:00
SIL.F,short,75.635,115.635,-44.365,75.0203,75.635,2026-04-28 03:00
SIL.F,short,75.48,115.48,-44.52,74.9467,75.48,2026-04-28 04:00
SIL.F,short,75.5,115.5,-44.5,74.8332,75.5,2026-04-28 05:00
SIL.F,short,74.935,114.935,-45.065,74.4834,74.935,2026-04-28 07:00
SIL.F,short,75.13,115.13,-44.87,74.3383,75.13,2026-04-28 08:00
SIL.F,short,75.285,115.285,-44.715,74.3708,75.285,2026-04-28 09:00
SIL.F,short,75.61,115.61,-44.39,74.4724,75.61,2026-04-28 10:00
SIL.F,short,75.46,115.46,-44.54,74.6937,75.46,2026-04-28 11:00
SIL.F,short,75.515,115.515,-44.485,74.7239,75.515,2026-04-28 12:00
SIL.F,short,75.9,115.9,-44.1,74.7645,75.9,2026-04-28 13:00
SIL.F,short,75.96,115.96,-44.04,74.9782,75.96,2026-04-28 14:00
SIL.F,short,75.69,115.69,-44.31,75.1076,75.69,2026-04-28 15:00
SIL.F,short,74.64,114.64,-45.36,73.9857,74.64,2026-04-28 18:00
SIL.F,short,74.4,114.4,-45.6,73.9496,74.4,2026-04-28 19:00
SIL.F,short,73.815,113.815,-46.185,72.8871,73.815,2026-04-28 23:00
SIL.F,short,74.0,114.0,-46.0,73.0453,74.0,2026-04-29 00:00
SIL.F,short,73.675,113.675,-46.325,73.0427,73.675,2026-04-29 02:00
SIL.F,short,73.95,113.95,-46.05,72.6003,73.95,2026-04-29 04:00
SIL.F,short,73.345,113.345,-46.655,73.0042,73.345,2026-04-29 05:00
SIL.F,short,73.385,113.385,-46.615,72.9113,73.385,2026-04-29 06:00
SIL.F,short,73.68,113.68,-46.32,72.8877,73.68,2026-04-29 07:00
SIL.F,short,73.69,113.69,-46.31,73.0219,73.69,2026-04-29 08:00
SIL.F,short,73.755,113.755,-46.245,73.0936,73.755,2026-04-29 09:00
SIL.F,short,73.65,113.65,-46.35,73.1599,73.65,2026-04-29 10:00
SIL.F,short,73.64,113.64,-46.36,73.1375,73.64,2026-04-29 11:00
SIL.F,short,73.575,113.575,-46.425,73.1184,73.575,2026-04-29 12:00
SIL.F,short,73.64,113.64,-46.36,73.0747,73.64,2026-04-29 13:00
SIL.F,short,73.775,113.775,-46.225,73.0847,73.775,2026-04-29 14:00
SIL.F,short,73.67,113.67,-46.33,73.157,73.67,2026-04-29 15:00
SIL.F,short,73.725,113.725,-46.275,73.1409,73.725,2026-04-29 16:00
SIL.F,short,74.03,114.03,-45.97,73.1596,74.03,2026-04-29 17:00
SIL.F,short,74.095,114.095,-45.905,73.3198,74.095,2026-04-29 18:00
SIL.F,short,74.29,114.29,-45.71,73.4303,74.29,2026-04-29 19:00
SIL.F,short,74.08,114.08,-45.92,73.5793,74.08,2026-04-29 20:00
SIL.F,short,73.88,113.88,-46.12,73.5432,73.88,2026-04-29 22:00
SIL.F,short,73.39,113.39,-46.61,72.7152,73.39,2026-04-30 02:00
SIL.F,short,72.28,112.28,-47.72,71.9182,72.28,2026-04-30 06:00
SIL.F,short,76.325,116.325,-43.675,75.7517,76.325,2026-05-04 10:00
SIL.F,short,75.975,115.975,-44.025,75.6362,75.975,2026-05-04 11:00
SIL.F,short,76.431,116.431,-43.569,75.3918,76.431,2026-05-04 12:00
SIL.F,short,76.295,116.295,-43.705,75.5076,76.295,2026-05-04 13:00
SIL.F,short,76.21,116.21,-43.79,75.4924,76.21,2026-05-04 14:00
SIL.F,short,76.12,116.12,-43.88,75.444,76.12,2026-05-04 15:00
SIL.F,short,76.24,116.24,-43.76,75.3753,76.24,2026-05-04 16:00
SIL.F,short,76.12,116.12,-43.88,75.4058,76.12,2026-05-04 17:00
SIL.F,short,76.285,116.285,-43.715,75.3597,76.285,2026-05-04 18:00
SIL.F,short,75.885,115.885,-44.115,75.4246,75.885,2026-05-04 19:00
SIL.F,short,75.785,115.785,-44.215,75.2497,75.785,2026-05-04 20:00
SIL.F,short,74.835,114.835,-45.165,74.4987,74.835,2026-05-05 00:00
SIL.F,short,74.775,114.775,-45.225,74.284,74.775,2026-05-05 01:00
MGC.F,short,4828.6001,4838.6001,4798.6001,4812.0188,4828.6001,2026-04-17 07:00
MGC.F,short,4814.6001,4824.6001,4784.6001,4804.7613,4814.6001,2026-04-17 11:00
MGC.F,short,4817.7002,4827.7002,4787.7002,4802.7633,4817.7002,2026-04-20 00:00
MGC.F,short,4821.5,4831.5,4791.5,4804.8449,4821.5,2026-04-20 09:00
MGC.F,short,4869.0,4879.0,4839.0,4809.5479,4869.0,2026-04-20 10:00
MGC.F,short,4903.7002,4913.7002,4873.7002,4834.2364,4903.7002,2026-04-20 11:00
MGC.F,short,4896.1001,4906.1001,4866.1001,4865.5292,4896.1001,2026-04-20 12:00
MGC.F,short,4831.1001,4841.1001,4801.1001,4806.7741,4831.1001,2026-04-21 03:00
MGC.F,short,4823.6001,4833.6001,4793.6001,4815.7673,4823.6001,2026-04-21 04:00
MGC.F,short,4838.6001,4848.6001,4808.6001,4817.7547,4838.6001,2026-04-21 05:00
MGC.F,short,4825.8999,4835.8999,4795.8999,4819.0799,4825.8999,2026-04-21 08:00
MGC.F,short,4827.2002,4837.2002,4797.2002,4818.8938,4827.2002,2026-04-21 09:00
MGC.F,short,4835.0,4845.0,4805.0,4819.4043,4835.0,2026-04-21 10:00
MGC.F,short,4834.7002,4844.7002,4804.7002,4823.3755,4834.7002,2026-04-21 11:00
MGC.F,short,4841.0,4851.0,4811.0,4825.7913,4841.0,2026-04-21 12:00
MGC.F,short,4848.7998,4858.7998,4818.7998,4830.0457,4848.7998,2026-04-21 13:00
MGC.F,short,4809.0,4819.0,4779.0,4796.1104,4809.0,2026-04-22 02:00
MGC.F,short,4814.2998,4824.2998,4784.2998,4799.3056,4814.2998,2026-04-22 03:00
MGC.F,short,4738.7002,4748.7002,4708.7002,4709.5014,4738.7002,2026-04-22 12:00
MGC.F,short,4737.3999,4747.3999,4707.3999,4718.7967,4737.3999,2026-04-22 13:00
MGC.F,short,4755.8999,4765.8999,4725.8999,4725.722,4755.8999,2026-04-22 14:00
MGC.F,short,4757.7002,4767.7002,4727.7002,4739.1172,4757.7002,2026-04-22 15:00
MGC.F,short,4770.0,4780.0,4740.0,4748.3374,4770.0,2026-04-22 16:00
MGC.F,short,4773.2998,4783.2998,4743.2998,4759.0031,4773.2998,2026-04-22 17:00
MGC.F,short,4777.2002,4787.2002,4747.2002,4766.2758,4777.2002,2026-04-22 18:00
MGC.F,short,4786.0,4796.0,4756.0,4771.57,4786.0,2026-04-22 20:00
MGC.F,short,4785.8999,4795.8999,4755.8999,4777.0095,4785.8999,2026-04-22 22:00
MGC.F,short,4771.8999,4781.8999,4741.8999,4763.2438,4771.8999,2026-04-23 05:00
MGC.F,short,4756.2002,4766.2002,4726.2002,4745.6648,4756.2002,2026-04-23 09:00
MGC.F,short,4761.0,4771.0,4731.0,4747.661,4761.0,2026-04-23 10:00
MGC.F,short,4765.2998,4775.2998,4735.2998,4744.5371,4765.2998,2026-04-23 15:00
MGC.F,short,4729.3999,4739.3999,4699.3999,4717.6311,4729.3999,2026-04-23 20:00
MGC.F,short,4729.8999,4739.8999,4699.8999,4720.4534,4729.8999,2026-04-23 22:00
MGC.F,short,4736.1001,4746.1001,4706.1001,4723.3203,4736.1001,2026-04-23 23:00
MGC.F,short,4737.2998,4747.2998,4707.2998,4714.1017,4737.2998,2026-04-24 03:00
MGC.F,short,4757.6001,4767.6001,4727.6001,4722.9139,4757.6001,2026-04-24 04:00
MGC.F,short,4750.7002,4760.7002,4720.7002,4740.68,4750.7002,2026-04-24 06:00
MGC.F,short,4750.0,4760.0,4720.0,4741.7115,4750.0,2026-04-24 08:00
MGC.F,long,4692.6001,4682.6001,4722.6001,4712.5992,4692.6001,2026-04-24 17:00
MGC.F,long,4687.3999,4677.3999,4717.3999,4703.151,4687.3999,2026-04-24 18:00
MGC.F,short,4709.7002,4719.7002,4679.7002,4690.2367,4709.7002,2026-04-26 23:00
MGC.F,long,4731.7998,4721.7998,4761.7998,4739.2831,4731.7998,2026-04-27 11:00
MGC.F,short,4740.8999,4750.8999,4710.8999,4734.6217,4740.8999,2026-04-27 12:00
MGC.F,short,4712.5,4722.5,4682.5,4704.0875,4712.5,2026-04-27 15:00
MGC.F,short,4717.2002,4727.2002,4687.2002,4704.3226,4717.2002,2026-04-27 16:00
MGC.F,short,4733.2002,4743.2002,4703.2002,4707.9694,4733.2002,2026-04-27 17:00
MGC.F,short,4739.6001,4749.6001,4709.6001,4718.4681,4739.6001,2026-04-27 18:00
MGC.F,short,4740.7002,4750.7002,4710.7002,4728.4073,4740.7002,2026-04-27 19:00
MGC.F,short,4696.7998,4706.7998,4666.7998,4689.2726,4696.7998,2026-04-28 09:00
MGC.F,short,4607.0,4617.0,4577.0,4601.1608,4607.0,2026-04-29 04:00
MGC.F,short,4600.0,4610.0,4570.0,4594.0102,4600.0,2026-04-29 07:00
MGC.F,short,4606.2998,4616.2998,4576.2998,4597.7072,4606.2998,2026-04-29 08:00
MGC.F,long,4552.7002,4542.7002,4582.7002,4565.305,4552.7002,2026-04-30 10:00
MGC.F,long,4576.5,4566.5,4606.5,4589.5879,4576.5,2026-04-30 17:00
MGC.F,long,4567.6001,4557.6001,4597.6001,4587.9818,4567.6001,2026-04-30 18:00
MGC.F,long,4553.3999,4543.3999,4583.3999,4581.9868,4553.3999,2026-04-30 19:00
MGC.F,long,4623.1001,4613.1001,4653.1001,4653.7149,4623.1001,2026-05-01 05:00
MGC.F,long,4632.2002,4622.2002,4662.2002,4642.1666,4632.2002,2026-05-01 06:00
MGC.F,long,4628.0,4618.0,4658.0,4637.8981,4628.0,2026-05-01 07:00
MGC.F,short,4635.7998,4645.7998,4605.7998,4628.3972,4635.7998,2026-05-01 10:00
MGC.F,long,4631.7998,4621.7998,4661.7998,4641.6686,4631.7998,2026-05-01 15:00
MGC.F,long,4620.6001,4610.6001,4650.6001,4637.2473,4620.6001,2026-05-01 19:00
MGC.F,long,4616.3999,4606.3999,4646.3999,4630.8319,4616.3999,2026-05-01 20:00
MGC.F,long,4606.3999,4596.3999,4636.3999,4624.7635,4606.3999,2026-05-03 22:00
MGC.F,long,4589.7002,4579.7002,4619.7002,4616.6081,4589.7002,2026-05-03 23:00
MGC.F,long,4580.2998,4570.2998,4610.2998,4604.31,4580.2998,2026-05-04 00:00
MGC.F,long,4573.6001,4563.6001,4603.6001,4592.8314,4573.6001,2026-05-04 01:00
MGC.F,short,4643.7998,4653.7998,4613.7998,4617.7173,4643.7998,2026-05-04 06:00
MGC.F,short,4654.3999,4664.3999,4624.3999,4634.9378,4654.3999,2026-05-04 07:00
